file,emotion,dominant_emotion,region,age,gender,dominant_gender,race,dominant_race
1 (25).jpg,"{'angry': 0.002903125096054282, 'disgust': 6.157659560197815e-11, 'fear': 2.6422590017318726, 'happy': 1.7997372481204366e-06, 'sad': 97.33071327209473, 'surprise': 3.9847334321052585e-07, 'neutral': 0.024121900787577033}",sad,"{'x': 0, 'y': 0, 'w': 655, 'h': 960}",25,"{'Woman': 0.038483229582197964, 'Man': 99.96151924133301}",Man,"{'asian': 0.00010851065326278331, 'indian': 28.962627053260803, 'black': 0.008147179323714226, 'white': 1.080807764083147, 'middle eastern': 69.11672949790955, 'latino hispanic': 0.8315831422805786}",middle eastern
0 (1).png,"{'angry': 5.278857052326202, 'disgust': 8.805181925383362e-13, 'fear': 90.15533924102783, 'happy': 0.8823233656585217, 'sad': 2.545742690563202, 'surprise': 0.0007304960035980912, 'neutral': 1.1370045132935047}",fear,"{'x': 65, 'y': 45, 'w': 217, 'h': 217}",36,"{'Woman': 13.155461847782135, 'Man': 86.8445336818695}",Man,"{'asian': 18.07365119457245, 'indian': 3.389761969447136, 'black': 0.4330138210207224, 'white': 29.642051458358765, 'middle eastern': 26.428988575935364, 'latino hispanic': 22.032533586025238}",white
0 (12).jpeg,"{'angry': 0.008642869518406036, 'disgust': 2.4123168146600823e-09, 'fear': 92.0513262809904, 'happy': 0.004087908869960658, 'sad': 0.14610284119952813, 'surprise': 3.7033163700480904, 'neutral': 4.086523617687656}",fear,"{'x': 129, 'y': 89, 'w': 1608, 'h': 1608}",32,"{'Woman': 69.53871846199036, 'Man': 30.461278557777405}",Woman,"{'asian': 6.207657975414871, 'indian': 40.496220618261134, 'black': 6.08075856153718, 'white': 11.069824461330441, 'middle eastern': 6.18551112327046, 'latino hispanic': 29.96003210306359}",indian
0 (5).jpeg,"{'angry': 0.28633547481149435, 'disgust': 4.441407686073262e-07, 'fear': 0.025325323804281652, 'happy': 1.1700047180056572, 'sad': 9.215258061885834, 'surprise': 4.248348091095977e-05, 'neutral': 89.30303454399109}",neutral,"{'x': 0, 'y': 0, 'w': 2930, 'h': 1648}",27,"{'Woman': 84.2240035533905, 'Man': 15.776000916957855}",Woman,"{'asian': 11.202920973300934, 'indian': 5.935751646757126, 'black': 0.14074660139158368, 'white': 2.030857466161251, 'middle eastern': 0.5157534964382648, 'latino hispanic': 80.17396926879883}",latino hispanic
0 (11).jpg,"{'angry': 0.09133960120379925, 'disgust': 1.8034724291737803e-05, 'fear': 0.007084858953021467, 'happy': 54.57407236099243, 'sad': 0.2987604355439544, 'surprise': 0.0033276221074629575, 'neutral': 45.0253963470459}",happy,"{'x': 63, 'y': 74, 'w': 117, 'h': 117}",28,"{'Woman': 99.87142086029053, 'Man': 0.12858295813202858}",Woman,"{'asian': 0.0033065793104469776, 'indian': 0.03194357850588858, 'black': 0.00031743174986331724, 'white': 89.00349736213684, 'middle eastern': 4.857469350099564, 'latino hispanic': 6.103473529219627}",white
1 (19).jpeg,"{'angry': 12.777335941791534, 'disgust': 8.814981633520347e-07, 'fear': 0.07865479565225542, 'happy': 0.05380239454098046, 'sad': 13.987098634243011, 'surprise': 7.114102800187538e-05, 'neutral': 73.10304045677185}",neutral,"{'x': 160, 'y': 357, 'w': 1795, 'h': 1795}",52,"{'Woman': 0.00027842356757901143, 'Man': 99.99972581863403}",Man,"{'asian': 3.1487473961533397e-05, 'indian': 0.051099155098199844, 'black': 2.8052195233385646e-06, 'white': 41.354623436927795, 'middle eastern': 57.78419375419617, 'latino hispanic': 0.8100550621747971}",middle eastern
1 (18).png,"{'angry': 0.050920396585860644, 'disgust': 1.570393631033913e-08, 'fear': 0.062425461593297815, 'happy': 0.0609189890314036, 'sad': 4.710910377556704, 'surprise': 4.1943013342258675e-05, 'neutral': 95.11478514163406}",neutral,"{'x': 568, 'y': 236, 'w': 504, 'h': 504}",38,"{'Woman': 0.007479955820599571, 'Man': 99.99251365661621}",Man,"{'asian': 8.868128061294556, 'indian': 13.1914421916008, 'black': 6.512083858251572, 'white': 30.088800191879272, 'middle eastern': 15.768617391586304, 'latino hispanic': 25.570929050445557}",white
1 (2).png,"{'angry': 2.350491052895251, 'disgust': 2.879487042796484e-06, 'fear': 7.820085157161066, 'happy': 0.0001879902127440133, 'sad': 78.27494610994734, 'surprise': 0.000521205478578597, 'neutral': 11.5537687572103}",sad,"{'x': 86, 'y': 91, 'w': 172, 'h': 172}",22,"{'Woman': 0.13173518236726522, 'Man': 99.86826777458191}",Man,"{'asian': 0.01145327914855443, 'indian': 0.0005365262040868402, 'black': 6.43278426082361e-06, 'white': 98.76311421394348, 'middle eastern': 0.13631634647026658, 'latino hispanic': 1.0885752737522125}",white
0 (4).jpeg,"{'angry': 9.297945190644565e-07, 'disgust': 3.457014408407931e-12, 'fear': 4.383301094675535e-07, 'happy': 99.19498558014546, 'sad': 7.616055085350841e-06, 'surprise': 1.277202064741427e-05, 'neutral': 0.8049949552115772}",happy,"{'x': 1108, 'y': 742, 'w': 1310, 'h': 1310}",28,"{'Woman': 93.19528341293335, 'Man': 6.804722547531128}",Woman,"{'asian': 89.57804379332326, 'indian': 5.55560733709379, 'black': 0.05088098417630697, 'white': 0.18217167738730772, 'middle eastern': 0.005114854079881367, 'latino hispanic': 4.6281862037292845}",asian
0 (8).jpeg,"{'angry': 1.617183425863671e-05, 'disgust': 2.281152659787068e-09, 'fear': 1.161164673338215, 'happy': 98.29489578574275, 'sad': 0.002468802051039721, 'surprise': 0.013455114896527821, 'neutral': 0.5279997212737633}",happy,"{'x': 1647, 'y': 870, 'w': 2178, 'h': 2178}",30,"{'Woman': 99.99973773956299, 'Man': 0.0002580444970590179}",Woman,"{'asian': 68.16678643226624, 'indian': 2.6078209280967712, 'black': 0.28040925972163677, 'white': 6.634730845689774, 'middle eastern': 2.0558318123221397, 'latino hispanic': 20.25441825389862}",asian
